timestamp,water_flow_rate,water_pressure,water_temperature,steam_pressure,steam_temperature,fuel_rate_proxy,turbine_rpm,power_output,generator_temperature_proxy
2025-01-01 00:00:00,0.0092245114338839,4.214905888595896,25.78695488250743,-138.37047479288245,351.26001748351524,2.187726944512431,115.95998163836582,2.495828619952105,1.5251314887204663
2025-01-01 01:00:00,0.013908621733955,3.15984865245455,25.7870467446912,-121.80394296663188,348.5396505727696,1.8786314891912173,95.65203080748064,2.950279906390087,1.4607818329034647
2025-01-01 02:00:00,0.0179540403794573,3.2048926375421902,25.77805718189634,-120.21226757368215,347.41483436819226,1.992469982094588,67.05720536473646,1.193699118707687,1.3404226370339254
2025-01-01 19:00:00,0.0159132963395556,2.932667366947444,25.78870984501641,-144.43149100073205,349.6804856911426,1.915851149455467,44.99155225955384,0.2473907597767225,1.280754893480313
2025-01-01 20:00:00,0.0129426222311574,4.96783028572154,25.78090583181105,-178.82240583941146,352.879797130048,2.0031806026197567,51.41250224068072,0.5638931108315137,1.569184465914722
2025-01-01 21:00:00,0.0116304988418721,4.020440457382837,25.77938771352559,-134.83583375577,353.4449550376132,1.6344208889741012,62.27530800667459,0.6461531378959233,1.8752301706756276
2025-01-01 22:00:00,0.0130391482110865,50.78457014367988,25.787181486625222,-133.91292706669827,353.630787351552,1.3116132073063898,37.01124931867713,0.1193300056850688,1.8447890614869444
2025-01-01 23:00:00,1.5503019268410492,74.53624400139137,25.79314510329512,-125.19810251446307,352.6689461013657,1.7948718025749508,89.04585531611342,2.2793617689419707,1.6558572582868172
2025-01-02 00:00:00,2.499030421245072,4.700926180396038,25.79706204667429,-172.075628136519,351.9548135274525,2.120880022974485,64.56803572314004,1.0079530117868576,1.58409580191093
2025-01-02 01:00:00,2.3234559816561884,3.8839938137648335,25.792761545092304,-173.85853204413846,344.0532548175511,2.1778726382001365,91.99239202157942,0.6719870490644643,1.3840951075603989
2025-01-02 02:00:00,0.0101036117663474,5.389339603510787,25.80210272185179,-139.9627144981346,347.1424376551645,2.100111516954947,70.58760435765674,0.2547767589167825,1.2260804737325086
2025-01-02 19:00:00,1.7350529282861378,4.564589006742734,25.81307976600941,-135.18350536970806,361.0011175775552,2.031915275282276,63.37622413270905,0.2475623981969363,1.1341358083641573
